country,iso_code,year,renewable_energy_share_pct,access_to_clean_cooking_pct,land_area_sq_km,gdp_per_capita,fossil_electricity,nuclear_electricity,energy_per_capita,co2_emissions_per_capita,access_to_electricity_pct,gdp_growth_pct,population_density,low_carbon_electricity,low_carbon_share_energy,greenhouse_gas_emissions,electricity_demand,Profile_Cluster
Austria,AUT,2013,34.6,100.0,82520.0,43066.6339379961,14.050000190734863,0.0,48441.5078125,8.2087562440867,100.0,-0.250726423318454,102.760821619001,50.5,34.02354049682617,11.1899995803833,71.81999969482422,0
Austria,AUT,2014,35.7,100.0,82520.0,43054.3252586248,11.350000381469728,0.0,46197.69921875,7.71395434498633,100.0,0.755798850316665,103.567086766844,50.20000076293945,35.01669692993164,9.260000228881836,70.81999969482422,0
Austria,AUT,2015,34.8,100.0,82520.0,43129.3516064831,14.1899995803833,0.0,45856.26171875,7.79423187131705,100.0,1.30352331826198,104.734597673291,47.59000015258789,33.05158615112305,10.630000114440918,71.83999633789062,0
Austria,AUT,2016,34.6,100.0,82520.0,43568.7867502805,13.789999961853027,0.0,46881.9921875,7.75747687791272,100.0,2.11721964494312,105.873339796413,51.08000183105469,34.02643203735352,10.029999732971191,72.02999877929688,0
Austria,AUT,2017,34.0,100.0,82520.0,44250.3362861955,16.040000915527344,0.0,47457.5703125,7.96641934826064,100.0,2.27224992038207,106.61131846825,51.04999923706055,33.21268081665039,10.93000030517578,73.63999938964844,0
Austria,AUT,2018,34.1,100.0,82520.0,45129.2643272947,14.609999656677246,0.0,46190.69921875,7.60710822359904,100.0,2.48422114080024,107.131858943286,50.060001373291016,33.13920974731445,10.210000038146973,73.62000274658203,0
Austria,AUT,2019,34.0,100.0,82520.0,45717.5257209524,16.049999237060547,0.0,48188.984375,7.74519365039325,100.0,1.75497619649288,107.609306834707,54.63999938964844,34.189491271972656,10.800000190734863,73.81999969482422,0
Austria,AUT,2020,35.8,100.0,82520.0,42651.5284970142,13.619999885559082,0.0,44852.15625,7.05586627765098,100.0,-6.31825509209936,108.057004362579,55.41999816894531,36.87993621826172,9.210000038146973,71.23999786376953,0
Austria,AUT,2021,36.0,100.0,82520.0,44556.757706768,13.93000030517578,0.0,45314.1953125,7.39223990896623,100.0,4.92309171717903,108.528805138148,52.75,34.63812255859375,9.029999732971191,74.22000122070312,0
Azerbaijan,AZE,2012,2.8,95.2,82658.0,2897.64368449181,21.170000076293945,0.0,16007.67578125,3.47266029417207,100.0,2.20293891708398,112.460790244138,1.7999999523162842,3.133229970932007,15.149999618530272,22.43000030517578,0
Azerbaijan,AZE,2013,2.5,95.9,82659.0,3027.55093794591,21.690000534057617,0.0,16225.271484375,3.52686650169203,100.0,5.84341590483928,113.923480806688,1.559999942779541,2.6123571395874023,15.5600004196167,22.8799991607666,0
Azerbaijan,AZE,2014,2.1,96.4,82663.0,3073.64332272444,23.26000022888184,0.0,16326.3486328125,3.64178419497101,100.0,2.79758521448559,115.348813858679,1.3700000047683716,2.2877438068389893,16.68000030517578,24.26000022888184,0
Azerbaijan,AZE,2015,2.3,96.9,82663.0,3069.12430600183,22.86000061035156,0.0,17618.029296875,3.57774691556657,100.0,1.04954641215085,116.731076781631,1.7100000381469729,2.5956335067749023,16.309999465942383,24.40999984741211,0
Azerbaijan,AZE,2016,1.9,97.3,82670.0,2942.0265014329,22.76000022888184,0.0,17246.134765625,3.52696895574541,100.0,-3.06359842251706,118.033288980283,2.0899999141693115,3.144747734069824,16.190000534057617,23.8700008392334,0
Azerbaijan,AZE,2017,1.9,97.6,82662.0,2917.77395103101,22.34000015258789,0.0,16748.13671875,3.47329869912147,100.0,0.153614661745507,119.208741622511,1.8799999952316284,2.868372201919556,15.960000038146973,23.049999237060547,0
Azerbaijan,AZE,2018,1.9,97.9,82654.0,2936.00666453986,23.18000030517578,0.0,17546.86328125,3.49731397232391,100.0,1.50040167167313,120.25759188908,1.950000047683716,2.817448616027832,16.6299991607666,23.81999969482422,0
Azerbaijan,AZE,2019,1.7,98.2,82654.0,2983.44752437656,24.15999984741211,0.0,18385.92578125,3.68923143929596,100.0,2.47980879185565,121.280071139933,1.7899999618530271,2.4512126445770264,17.329999923706055,24.600000381469727,0
Azerbaijan,AZE,2020,1.3,98.4,82646.0,2838.68016642226,24.43000030517578,0.0,18162.767578125,3.50800312410799,100.0,-4.19896065333343,122.124736829369,1.3200000524520874,1.7904454469680786,17.510000228881836,24.739999771118164,0
Azerbaijan,AZE,2021,1.3,98.6,82650.0,2984.9144731326,26.270000457763672,0.0,19302.546875,3.69156864195704,100.0,5.61644027150554,122.658802177858,1.5199999809265137,1.9303348064422607,18.790000915527344,26.270000457763672,0
Belgium,BEL,2012,7.7,100.0,30333.0,39506.5622081777,30.709999084472656,40.290000915527344,61664.453125,9.27476642514783,100.0,0.215803612089744,366.166617215574,50.79999923706055,20.23415184020996,16.520000457763672,91.4499969482422,0
Belgium,BEL,2013,8.3,100.0,30333.0,39440.9129445678,27.59000015258789,42.63999938964844,62894.421875,9.35170659157785,100.0,0.305494549070232,367.896581281113,54.36000061035156,20.905048370361328,15.100000381469728,91.58999633789062,0
Belgium,BEL,2014,9.1,100.0,30333.0,39959.4720590679,25.290000915527344,33.70000076293945,58059.2734375,8.72331187181937,100.0,1.76554038149924,369.533412455082,45.90999984741211,19.18401336669922,13.520000457763672,88.80000305175781,0
Belgium,BEL,2015,9.4,100.0,30333.0,40314.2627642805,27.88999938964844,26.100000381469727,58306.6328125,9.08415110044211,100.0,1.47416433731927,371.680875614018,40.540000915527344,16.651451110839844,14.75,89.43000030517578,0
Belgium,BEL,2016,9.2,100.0,30333.0,40589.3893987886,26.540000915527344,43.52000045776367,62607.21875,8.94429666461985,100.0,1.19350273007754,373.567467774371,57.77000045776367,21.77055549621582,13.380000114440918,90.48999786376952,0
Belgium,BEL,2017,9.7,100.0,30333.0,41029.504820944,27.309999465942383,42.22999954223633,62940.03125,8.77081443615992,100.0,1.47446761556785,375.009329772855,58.02999877929688,21.65068244934082,13.609999656677246,91.36000061035156,0
Belgium,BEL,2018,10.7,100.0,30493.0,41610.1910431158,28.11000061035156,28.600000381469727,62492.76171875,8.79128601300038,100.0,1.87796847383565,374.74351490506,45.7599983215332,17.27365493774414,13.8100004196167,91.1999969482422,0
Belgium,BEL,2019,10.2,100.0,30494.0,42396.9229644407,29.71999931335449,43.52000045776367,64258.41796875,8.73127988733552,100.0,2.4428900448156,376.761985964452,62.970001220703125,22.460084915161133,14.510000228881836,90.83999633789062,0
Belgium,BEL,2020,12.3,100.0,30494.0,40191.2484387193,30.40999984741211,34.43000030517578,57530.32421875,7.96694296814415,100.0,-4.7929839083518,378.38932248967,57.880001068115234,23.359882354736328,14.710000038146973,87.95999908447266,0
Belgium,BEL,2021,11.7,100.0,30494.0,42529.5793830503,26.31999969482422,50.33000183105469,63805.59765625,8.2875698190821,100.0,6.25445686466593,379.949990161999,73.08000183105469,26.11800003051757,13.100000381469728,91.5199966430664,0
Bangladesh,BGD,2012,37.3,14.5,130170.0,104312.402962838,47.709999084472656,0.0,1902.5428466796875,0.450583313929743,65.5,6.52145877906443,1191.28909118845,0.9100000262260436,0.8460166454315186,32.7599983215332,48.619998931884766,1
Bangladesh,BGD,2013,37.0,15.5,130170.0,109552.451403575,52.27000045776367,0.0,1958.55419921875,0.460477953853579,61.5,6.01360565834344,1202.52086502266,1.0700000524520874,0.8128067255020142,35.939998626708984,53.34000015258789,1
Bangladesh,BGD,2014,35.4,16.8,130170.0,115138.59071845,55.27000045776367,0.0,2016.639892578125,0.485260877115325,62.4,6.0610593588495,1213.52791733886,0.7799999713897705,0.6860688328742981,37.91999816894531,58.31999969482422,1
Bangladesh,BGD,2015,33.1,18.1,130170.0,121591.52773581,58.4900016784668,0.0,2416.20068359375,0.536099232905876,74.0,6.55263987816197,1224.42328493508,0.800000011920929,0.7931761741638184,40.06999969482422,62.66999816894531,1
Bangladesh,BGD,2016,30.2,19.4,130170.0,129083.773460293,67.8499984741211,0.0,2404.679443359375,0.584484613989962,75.9,7.11347821270093,1235.3993393255,1.2400000095367432,0.7402721047401428,46.470001220703125,72.91000366210938,1
Bangladesh,BGD,2017,28.1,20.6,130170.0,136424.900703757,72.16000366210938,0.0,2484.5849609375,0.622997104678737,88.0,6.59024999794057,1245.95641852962,1.2899999618530271,0.8568776249885559,49.369998931884766,78.11000061035156,1
Bangladesh,BGD,2018,27.0,22.0,130170.0,145213.358628597,77.75,0.0,2631.35888671875,0.643225929977613,86.9,7.31941263014136,1256.22726434662,1.399999976158142,0.7081168293952942,53.27000045776367,83.93000030517578,1
Bangladesh,BGD,2019,26.1,23.1,130170.0,155338.569163005,83.91999816894531,0.0,2926.16015625,0.662908100271382,92.2,7.88191515117722,1266.90523930245,1.190000057220459,0.6395677924156189,57.470001220703125,91.9000015258789,1
Bangladesh,BGD,2020,27.2,24.6,130170.0,159356.367337233,84.20999908447266,0.0,2750.767333984375,0.626122292349066,96.2,3.44801755122445,1277.54493354844,1.25,0.6528986692428589,58.02000045776367,92.12999725341795,1
Bangladesh,BGD,2021,25.0,25.9,130170.0,169030.405039032,94.3000030517578,0.0,2937.3359375,0.702428158073895,99.0,6.93867912442445,1287.99918568026,1.350000023841858,0.6705762147903442,64.94999694824219,103.75,1
Belarus,BLR,2012,7.2,99.2,202899.0,20473.8808422206,30.600000381469727,0.0,34368.98828125,6.80323020321301,95.6,1.70785253368828,46.5593029044007,0.209999993443489,0.2573888599872589,15.720000267028809,38.40999984741211,0
Belarus,BLR,2013,7.0,99.3,202908.0,20686.2953184039,31.209999084472656,0.0,31085.302734375,6.82283812148219,96.2,0.998719299661161,46.5393725235082,0.3000000119209289,0.3052250444889068,15.9399995803833,37.880001068115234,0
Belarus,BLR,2014,6.7,99.4,202973.0,21016.047696384,34.45000076293945,0.0,31127.623046875,6.77047133861776,96.8,1.65112470228097,46.5506003261518,0.2899999916553497,0.295259565114975,17.6200008392334,38.060001373291016,0
Belarus,BLR,2015,6.8,99.5,202978.0,20184.3898833494,33.75,0.0,28138.87109375,6.25386583936119,97.4,-3.82957056812593,46.611337189252,0.3400000035762787,0.3455564975738525,17.280000686645508,36.709999084472656,0
Belarus,BLR,2016,6.7,99.5,202988.0,19657.191015377,33.13999938964844,0.0,28718.361328125,6.23725167194174,98.0,-2.5264464460425,46.6499448243246,0.4300000071525574,0.4050692915916443,16.989999771118164,36.59000015258789,0
Belarus,BLR,2017,7.3,99.6,202988.0,20177.0858809541,33.72999954223633,0.0,29259.265625,6.3666212107869,98.7,2.53218349471909,46.5987595325832,0.7799999713897705,0.7261557579040527,17.25,37.09999847412109,0
Belarus,BLR,2018,7.2,99.7,202980.0,20857.0519616667,38.18000030517578,0.0,32402.701171875,6.722115187495,99.3,3.14919758275296,46.5010592176569,0.8100000023841858,0.5960175395011902,19.540000915527344,38.0,0
Belarus,BLR,2019,7.8,99.7,202965.0,21201.4785411685,39.41999816894531,0.0,32726.744140625,6.50202478662403,100.0,1.44645548204305,46.4107506220284,1.0399999618530271,0.7227649092674255,20.18000030517578,38.119998931884766,0
Belarus,BLR,2020,8.4,99.7,202980.0,21148.2151934253,36.84999847412109,0.3400000035762787,30643.369140625,6.20046882969124,100.0,-0.672742918585868,46.211212927382,1.690000057220459,1.2347705364227295,19.21999931335449,38.040000915527344,0
Belarus,BLR,2021,8.2,99.8,202950.0,21844.1643586165,34.20000076293945,5.78000020980835,33803.07421875,6.30387145078492,100.0,2.43886210234947,45.8368317319537,7.050000190734863,5.665287494659424,17.8700008392334,40.95000076293945,0
Brazil,BRA,2012,43.5,94.8,8358140.0,20916.2401809781,80.30000305175781,16.040000915527344,17312.078125,2.52901988702936,99.5,1.92117598509462,23.555014752086,472.2000122070313,41.498512268066406,70.91000366210938,592.760009765625,0
Brazil,BRA,2013,42.3,95.0,8358140.0,21370.8192723219,116.83999633789062,15.449999809265137,17638.982421875,2.63744450973958,99.6,3.0048226702888,23.7467066835444,453.989990234375,39.55832290649414,95.80999755859376,611.1599731445312,0
Brazil,BRA,2014,41.7,95.4,8358140.0,21306.0307331499,142.4199981689453,15.380000114440918,17870.5703125,2.7310345760982,99.7,0.503955740273241,23.93895376244,448.1300048828125,38.68186950683594,113.94000244140624,624.3300170898438,0
Brazil,BRA,2015,43.7,95.7,8358140.0,20388.5083455475,135.17999267578125,14.729999542236328,17530.328125,2.56818858918394,99.7,-3.54576339347278,24.1292359304821,446.0400085449219,39.78317642211914,109.63999938964844,615.6400146484375,0
Brazil,BRA,2016,45.4,95.8,8358140.0,19570.9032283277,97.20999908447266,15.859999656677246,16983.990234375,2.37533549789759,99.7,-3.2759169063211,24.3137963709629,481.6799926757813,42.71548461914063,86.62999725341797,619.6799926757812,0
Brazil,BRA,2017,45.3,96.1,8358140.0,19685.9153456473,106.55999755859376,15.739999771118164,16988.619140625,2.41694955353585,99.8,1.32286905390815,24.4915070817191,482.760009765625,42.448707580566406,91.86000061035156,625.6699829101562,0
Brazil,BRA,2018,46.9,96.2,8358140.0,19900.5722603936,90.43000030517578,15.670000076293944,16915.357421875,2.28562350357953,99.7,1.78366676137003,24.659465024515,510.9599914550781,45.269134521484375,82.36000061035156,636.3699951171875,0
Brazil,BRA,2019,47.5,96.3,8358140.0,20012.6066785551,101.76000213623048,16.1299991607666,17194.14453125,2.25869881785082,99.8,1.22077782271943,24.8207686159839,531.5700073242188,46.32240676879883,89.88999938964844,658.2899780273438,0
Brazil,BRA,2020,50.0,96.45,8358140.0,19245.0220554601,91.79000091552734,14.050000190734863,16401.875,2.1466461829,99.7,-3.27675879612903,24.9649852718428,536.969970703125,48.153114318847656,83.8499984741211,653.47998046875,0
Brazil,BRA,2021,46.5,96.4,8358140.0,20076.0089476458,133.8300018310547,14.699999809265137,17089.92578125,2.41580858865319,99.5,4.7626043797061,25.0714027283582,522.5700073242188,44.70595550537109,110.31999969482422,679.5,0
Canada,CAN,2012,21.8,100.0,8965590.0,58328.1995033905,138.97000122070312,94.1999969482422,111724.2890625,16.3390529794046,100.0,1.75566129145483,3.8718472515473,497.5700073242188,34.19990158081055,123.0999984741211,589.7899780273438,0
Canada,CAN,2013,22.2,100.0,8965590.0,59059.3960398839,137.49000549316406,102.72000122070312,113458.8359375,16.396768369606,100.0,2.32581354806429,3.91284812265562,518.2000122070312,34.430084228515625,122.58999633789062,603.8099975585938,0
Canada,CAN,2014,22.2,100.0,8965590.0,60151.055540733,139.19000244140625,106.54000091552734,112508.4375,16.3774543965685,100.0,2.87346677785811,3.9522291338328,513.780029296875,33.91073226928711,123.31999969482422,607.3599853515625,0
Canada,CAN,2015,22.3,100.0,8965590.0,60083.4643018927,137.94000244140625,101.0999984741211,111824.3359375,16.0870291468599,100.0,0.649971001734855,3.98239245827659,523.1400146484375,34.21483612060547,121.87999725341795,601.5499877929688,0
Canada,CAN,2016,22.1,100.0,8965590.0,60024.4044420724,135.67999267578125,100.72000122070312,109289.4453125,15.8982424179268,100.0,1.03855092490855,4.02771072511681,531.4500122070312,34.952720642089844,120.66999816894533,603.3300170898438,0
Canada,CAN,2017,22.8,100.0,8965590.0,61110.5247150266,128.19000244140625,100.5999984741211,109394.1640625,16.196245321702,100.0,3.03383491200222,4.07614836279598,541.1599731445312,35.01443099975586,115.16999816894533,607.1099853515625,0
Canada,CAN,2018,22.3,100.0,8965590.0,61893.3056795015,127.77999877929688,100.02999877929688,109464.796875,16.5238820455635,100.0,2.74296344906655,4.13498944297029,533.4199829101562,33.86957550048828,112.97000122070312,613.0,0
Canada,CAN,2019,22.4,100.0,8965590.0,62159.234972053,126.5,100.48999786376952,107455.625,16.190860373335,100.0,1.90843194590616,4.19587500655283,529.2000122070312,33.64651107788086,111.45999908447266,608.6199951171875,0
Canada,CAN,2020,23.9,100.0,8965590.0,58390.8895185781,121.58999633789062,97.51000213623048,100465.109375,14.4219048812634,100.0,-5.03823343468899,4.24162135453439,534.2999877929688,35.85691452026367,106.0500030517578,598.25,0
Canada,CAN,2021,23.8,100.0,8788700.0,61523.7287977802,125.02999877929688,91.9800033569336,100431.0078125,14.6897593568847,100.0,5.95052802804381,4.351026204103,527.3699951171875,35.08851623535156,107.88999938964844,605.1099853515625,0
Switzerland,CHE,2012,21.9,100.0,39512.028,78098.3448380558,2.1600000858306885,25.440000534057617,44264.0,5.45216429296445,100.0,1.17925385250513,202.390548012367,65.97000122070312,49.52818298339844,2.470000028610229,65.93000030517578,0
Switzerland,CHE,2013,21.8,100.0,39511.428,78589.0840866493,2.0299999713897705,25.989999771118164,44387.23828125,5.51425294455201,100.0,1.79214400716117,204.734336607627,66.66000366210938,49.00384140014648,2.440000057220459,66.29000091552734,0
Switzerland,CHE,2014,22.2,100.0,39510.829,79460.3963364408,1.850000023841858,27.559999465942383,42054.88671875,4.9941693678652,100.0,2.34988141500179,207.250751433234,68.2300033569336,52.11225509643555,2.4100000858306885,64.58999633789062,0
Switzerland,CHE,2015,23.9,100.0,39510.23,79853.0337115009,1.8600000143051147,23.09000015258789,40599.23046875,4.85628796304837,100.0,1.64462750849488,209.626620751132,64.20999908447266,50.03972244262695,2.3499999046325684,65.04000091552734,0
Switzerland,CHE,2016,24.1,100.0,39509.63,80619.7279985592,2.140000104904175,21.14999961853028,37761.0546875,4.87123534246438,100.0,2.06868969039562,211.931572125581,58.959999084472656,48.69538497924805,2.4100000858306885,65.0199966430664,0
Switzerland,CHE,2017,25.0,100.0,39509.63,80959.4000832955,2.009999990463257,20.3799991607666,37498.08203125,4.71119898152355,100.0,1.36279965488859,213.918480127503,58.13999938964844,47.846656799316406,2.390000104904175,65.69999694824219,0
Switzerland,CHE,2018,24.2,100.0,39509.63,82664.0202651319,1.899999976158142,25.51000022888184,37746.01171875,4.52389143055195,100.0,2.86044579439036,215.500094533915,64.38999938964844,50.75773620605469,2.390000104904175,64.69999694824219,0
Switzerland,CHE,2019,24.8,100.0,39509.63,83013.7631657509,1.899999976158142,26.420000076293945,39166.93359375,4.47745146514166,100.0,1.14198218965691,217.042781721823,68.66999816894531,51.63420486450195,2.490000009536743,64.30999755859375,0
Switzerland,CHE,2020,26.4,100.0,39509.63,80644.419006949,1.870000004768372,24.020000457763672,35831.171875,4.16061648264036,100.0,-2.14173712008038,218.63446962171,66.62000274658203,54.39637756347656,2.509999990463257,62.93000030517578,0
Switzerland,CHE,2021,27.7,100.0,39509.63,84478.7749987191,1.7200000286102295,19.36000061035156,33316.5625,4.32303993798183,100.0,5.55962020605844,220.31454103721,61.369998931884766,53.403656005859375,2.430000066757202,65.5,0
Chile,CHL,2012,30.3,100.0,743532.0,9385398.14788061,44.33000183105469,0.0,22988.9765625,4.64341271955513,100.0,6.15534001855494,23.5620242302954,25.239999771118164,17.975521087646484,36.970001220703125,69.56999969482422,0
Chile,CHL,2013,30.2,100.0,743532.0,9603880.13318365,46.84000015258789,0.0,23393.40625,4.82901967693119,99.6,3.30850824710085,23.7878208335351,26.0,18.02437210083008,40.18999862670898,72.83999633789062,0
Chile,CHL,2014,27.0,100.0,741682.76,9679078.71499947,40.11000061035156,0.0,22924.8515625,4.4057176939683,100.0,1.79264947139259,24.0860324163393,30.059999465942383,19.51933860778809,34.63999938964844,70.16999816894531,0
Chile,CHL,2015,25.1,100.0,741682.76,9786875.04628448,42.54999923706055,0.0,22952.033203125,4.67539634716479,99.7,2.15194249981184,24.333348398175,32.36000061035156,21.00013542175293,36.810001373291016,74.91000366210938,0
Chile,CHL,2016,24.6,100.0,742286.76,9838729.19057584,45.02000045776367,0.0,23753.109375,4.86474105721938,100.0,1.753038749071,24.6093854617587,33.810001373291016,19.341196060180664,39.130001068115234,78.83000183105469,0
Chile,CHL,2017,24.1,100.0,742286.76,9815597.33790337,44.560001373291016,0.0,24265.859375,4.83609776199712,99.7,1.35769537343957,25.002288872834,34.369998931884766,21.426294326782227,38.459999084472656,78.88999938964844,0
Chile,CHL,2018,25.5,100.0,742286.76,10026621.093811,44.2599983215332,0.0,24785.533203125,4.75406192633103,100.0,3.99002947789977,25.4526848895971,37.5,23.426443099975582,38.45000076293945,81.76000213623047,0
Chile,CHL,2019,25.3,100.0,742831.64,9930155.37172493,45.16999816894531,0.0,24689.287109375,4.96139546396702,100.0,0.634367533828438,25.84400416762,38.810001373291016,22.54092788696289,38.34000015258789,83.9800033569336,0
